campaign_name,adset_name,date,spend,impressions,clicks,ctr,purchases,revenue,roas,creative_type,creative_message,audience_type,platform,country
Women Fit and Lift,Adset-2 Broad,2025-03-24,550.3,449687,5932.0,0.0132,53,1370.81,2.49,Video,Cooling mesh panels for workouts — women sports bras you’ll actually love.,Broad,Instagram,IN
Women  Fit  &  Lift,Adset-2 Broad,2025-03-25,1056.66,93908,1374.0,0.0146,14,636.0,0.6,Image,3‑pack deal ends tonight — upgrade your women drawer with sports bras.,Lookalike,Instagram,IN
Women  Fit  &  Lift,Adset-2 Broad,2025-03-26,282.1,489511,10860.0,0.0222,130,7219.81,25.59,Image,"Ultra‑soft waistband, no marks — premium women sports bras.",Broad,Instagram,IN
Women -it & Lift,Adset-2 Broad,2025-03-27,874.6,296397,6036.0,0.0204,58,2995.53,3.43,Carousel,3‑pack deal ends tonight — upgrade your women drawer with panties.,Lookalike,Instagram,US
Women Fit & Lift,Adset-2 Broad,2025-03-28,1045.1,446277,6635.0,0.0149,63,2515.85,2.41,Image,Invisible under tees — seamless women bras.,Broad,Instagram,US
Women_Fit_&_Lift,Adset-2 Broad,2025-03-29,140.1,414836,5551.0,0.0134,48,2509.87,17.91,UGC,Breathable organic cotton that moves with you — limited offer on women sports bras.,Retargeting,Instagram,IN
Women Fit & Lift,Adset-2 Broad,2025-03-30,1023.99,341275,8102.0,0.0237,63,1664.38,1.63,Image,3‑pack deal ends tonight — upgrade your women drawer with sports bras.,Lookalike,Facebook,IN
Women  Fit  &  Lft,Adset-2 Broad,2025-03-31,737.83,343448,5303.0,0.0154,54,1567.64,2.12,UGC,"Ultra‑soft waistband, no marks — premium women wire‑free bras.",Broad,Instagram,IN
women fit & lift,Adset-3 LAL2,2025-01-01,560.1,299046,6048.0,0.0202,88,1989.64,3.55,UGC,3‑pack deal ends tonight — upgrade your women drawer with sports bras.,Lookalike,Facebook,US
Women Fit & Lift,Adset-3 LAL2,2025-01-02,680.92,468874,6437.0,0.0137,44,1696.5,2.49,Image,No ride‑up guarantee — best‑selling women boyshorts back in stock.,Lookalike,Instagram,US
Women Fit & Lift,Adset-3 LAL2,2025-01-03,172.54,83744,936.0,0.0112,11,284.25,1.65,Image,No ride‑up guarantee — best‑selling women sports bras back in stock.,Retargeting,Facebook,IN
Wo-en Fit & Lift,Adset-3 LAL2,2025-01-04,536.69,513751,9053.0,0.0176,111,6120.78,11.4,Carousel,Confidence starts inside — elevate with women wire‑free bras.,Broad,Instagram,UK
WOMEN FIT & LIFT,Adset-3 LAL2,2025-01-05,592.57,248718,4174.0,0.0168,42,2260.49,3.81,Image,Confidence starts inside — elevate with women boyshorts.,Lookalike,Facebook,US
Women  Fit  &  Lift,Adset-3 LAL2,2025-01-06,561.21,453243,7801.0,0.0172,81,1961.05,3.49,Carousel,Confidence starts inside — elevate with women panties.,Broad,Facebook,IN
Women Fit and Lift,Adset-3 LAL2,2025-01-07,1020.31,244698,3313.0,0.0135,32,949.54,0.93,UGC,3‑pack deal ends tonight — upgrade your women drawer with sports bras.,Broad,Instagram,US
Women Fit and Lift,Adset-3 LAL2,2025-01-08,584.94,14922,213.0,0.0143,2,79.61,0.14,UGC,Breathable cotton that moves with you — limited offer on women panties.,Lookalike,Instagram,US
Women_Fit_&_Lift,Adset-3 LAL2,2025-01-09,678.65,16700,300.0,0.018,3,82.4,0.12,Video,3‑pack deal ends tonight — upgrade your women drawer with bras.,Broad,Facebook,UK
Women_Fit_&_Lift,Adset-3 LAL2,2025-01-10,464.9,136527,2357.0,0.0173,26,644.98,1.39,Video,3‑pack deal ends tonight — upgrade your women drawer with boyshorts.,Broad,Facebook,US
Women_Fit_&_Lift,Adset-3 LAL2,2025-01-11,940.24,463987,9401.0,0.0203,90,5199.15,5.53,Image,Confidence starts inside — elevate with women bras.,Broad,Instagram,US
Women Fit & Lift,Adset-3 LAL2,2025-01-12,104.48,339149,8014.0,0.0236,120,4798.56,45.93,Image,"Wire‑free ease, cloud‑soft cups — women sports bras that fits right.",Retargeting,Facebook,IN
Women  Fit  &  Lift,Adset-3 LAL2,2025-01-13,349.58,274281,6269.0,0.0229,57,2491.47,7.13,UGC,Breathable modal that moves with you — limited offer on women wire‑free bras.,Broad,Facebook,US
Women  Fit  &  Lift,Adset-3 LAL2,2025-01-14,621.76,131536,2502.0,0.019,27,1543.62,2.48,UGC,"All‑day comfort, zero pinch — try our women bras!",Lookalike,Facebook,US
women fit & lift,Adset-3 LAL2,2025-01-15,195.17,225337,,0.0206,42,2090.31,10.71,Image,Summer‑ready essentials — sweat‑wicking women wire‑free bras.,Lookalike,Facebook,IN
Women_Fit_&_Lift,Adset-3 LAL2,2025-01-16,,429165,7441.0,0.0173,117,4942.08,11.34,Image,Doctors recommend breathable microfiber — meet our women wire‑free bras.,Retargeting,Instagram,IN
WOMEN FIT & LIFT,Adset-3 LAL2,2025-01-17,1029.31,426479,5307.0,0.0124,44,2041.53,1.98,Video,"Wire‑free ease, cloud‑soft cups — women bras that fits right.",Broad,Instagram,UK
Women Fit & Lift,Adset-3 LAL2,2025-01-18,823.86,351335,4343.0,0.0124,44,2229.34,2.71,Carousel,Stretch that snaps back — durable women boyshorts.,Broad,Instagram,IN
Women Fit & Lift,Adset-3 LAL2,2025-01-19,746.62,159398,3313.0,0.0208,36,1342.07,1.8,Video,Invisible under tees — seamless women panties.,Broad,Facebook,US
WOMEN FIT  LIFT,Adset-3 LAL2,2025-01-20,844.99,177266,3693.0,0.0208,0,896.44,1.06,Video,No ride‑up guarantee — best‑selling women wire‑free bras back in stock.,Broad,Facebook,US
women fit & lift,Adset-3 LAL2,2025-01-21,346.02,327240,7708.0,0.0236,85,2429.37,7.02,Video,3‑pack deal ends tonight — upgrade your women drawer with bras.,Broad,Facebook,US
women fit & lift,Adset-3 LAL2,2025-01-22,1044.58,436149,4760.0,0.0109,56,1932.87,1.85,Video,"Ultra‑soft waistband, no marks — premium women panties.",Broad,Facebook,UK
WOMEN FIT & LIFT,Adset-3 LAL2,2025-01-23,360.2,404339,5556.0,0.0137,53,1687.38,4.68,Image,Breathable microfiber that moves with you — limited offer on women bras.,Broad,Facebook,IN
WOMEN FIT & LIFT,Adset-3 LAL2,2025-01-24,499.14,344192,5520.0,0.016,59,3296.99,6.61,UGC,Confidence starts inside — elevate with women boyshorts.,Lookalike,Instagram,US
Women  Fit  &  Lift,Adset-3 LAL2,2025-01-25,639.16,386111,8207.0,0.0213,64,3519.0,5.51,Carousel,Summer‑ready essentials — sweat‑wicking women panties.,Broad,Facebook,IN
Women Fit & Lift,Adset-3 LAL2,2025-01-26,1302.28,489731,6246.0,0.0128,47,1627.41,1.25,Carousel,No ride‑up guarantee — best‑selling women wire‑free bras back in stock.,Broad,Instagram,US
Wom n  Fit  &  Lift,Adset-3 LAL2,2025-01-27,553.99,266731,5971.0,0.0224,67,1523.39,2.75,Carousel,"Push comfort, not wires — everyday women bras.",Broad,Facebook,US
WOMEN FIT & LIFT,Adset-3 LAL2,2025-01-28,867.76,461895,9966.0,0.0216,131,3062.85,3.53,UGC,Invisible under tees — seamless women boyshorts.,Broad,Instagram,IN
Women  it & Lift,Adset-3 LAL2,2025-01-29,99.12,234283,5933.0,0.0253,64,2050.4,20.69,Image,Cooling mesh panels for workouts — women wire‑free bras you’ll actually love.,Broad,Facebook,UK
women fit & lift,Adset-3 LAL2,2025-01-30,462.68,402556,4926.0,0.0122,80,2703.35,5.84,Image,Breathable modal that moves with you — limited offer on women panties.,Retargeting,Instagram,UK
Women Fit and Lift,Adset-3 LAL2,2025-01-31,274.93,509484,10570.0,0.0207,103,4082.13,14.85,Video,"All‑day comfort, zero pinch — try our women bras!",Lookalike,Facebook,US
WOMEN FIT & LIFT,Adset-3 LAL2,2025-02-01,858.42,380716,4803.0,0.0126,56,2404.11,2.8,Image,Cooling mesh panels for workouts — women bras you’ll actually love.,Lookalike,Instagram,US
Women Fit & Lift,Adset-3 LAL2,2025-02-02,996.95,519250,6487.0,0.0125,68,2729.03,2.74,Carousel,"Wire‑free ease, cloud‑soft cups — women wire‑free bras that fits right.",Broad,Facebook,IN
women fit & lift,Adset-3 LAL2,2025-02-03,,456455,8549.0,0.0187,61,2124.97,3.08,Carousel,3‑pack deal ends tonight — upgrade your women drawer with panties.,Broad,Instagram,UK
women fit & lift,Adset-3 LAL2,2025-02-04,202.4,47196,1116.0,0.0236,11,515.34,2.55,Image,Doctors recommend breathable bamboo — meet our women sports bras.,Lookalike,Instagram,UK
women fit & lift,Adset-3 LAL2,2025-02-05,575.68,80114,1515.0,0.0189,13,498.89,0.87,Video,Breathable bamboo that moves with you — limited offer on women panties.,Lookalike,Facebook,IN
Women Fit & Lift,Adset-3 LAL2,2025-02-06,361.4,377432,7202.0,0.0191,54,1304.01,3.61,Video,Invisible under tees — seamless women bras.,Broad,Instagram,US
Women Fit & Lift,Adset-3 LAL2,2025-02-07,444.31,52285,378.0,0.0072,3,78.57,0.18,Video,"Ultra‑soft waistband, no marks — premium women wire‑free bras.",Broad,Facebook,UK
Women Fit and Lift,Adset-3 LAL2,2025-02-08,1161.01,273423,6413.0,0.0235,77,4049.95,3.49,UGC,Doctors recommend breathable cotton — meet our women bras.,Broad,Facebook,US
Women Fit & Lift,Adset-3 LAL2,2025-02-09,120.31,188175,3184.0,0.0169,34,,10.33,Image,Doctors recommend breathable modal — meet our women bras.,Lookalike,Facebook,US
Wome  Fit & Lift,Adset-3 LAL2,2025-02-10,355.0,354779,5930.0,0.0167,59,3045.75,8.58,Video,3‑pack deal ends tonight — upgrade your women drawer with boyshorts.,Lookalike,Instagram,IN
WOMEN FIT & LIFT,Adset-3 LAL2,2025-02-11,406.77,93213,1064.0,0.0114,11,538.14,1.32,Video,Breathable modal that moves with you — limited offer on women panties.,Broad,Instagram,US
Women Fit and Lift,Adset-3 LAL2,2025-02-12,195.57,484405,,0.023,105,2596.27,13.28,Carousel,Invisible under tees — seamless women panties.,Broad,Facebook,US
women fit & lift,Adset-3 LAL2,2025-02-13,337.38,198207,4242.0,0.0214,51,2785.71,8.26,UGC,No ride‑up guarantee — best‑selling women boyshorts back in stock.,Retargeting,Instagram,US
Women_Fit_&_Lift,Adset-3 LAL2,2025-02-14,123.71,52588,794.0,0.0151,6,152.5,1.23,Image,"Wire‑free ease, cloud‑soft cups — women bras that fits right.",Broad,Facebook,UK
Women Fit & Lift,Adset-3 LAL2,2025-02-15,594.18,184045,2386.0,0.013,0,930.58,1.57,Image,Cooling mesh panels for workouts — women boyshorts you’ll actually love.,Broad,Facebook,US
Women  Fit  &  Lift,Adset-3 LAL2,2025-02-16,301.55,249418,4404.0,0.0177,32,1555.02,5.16,UGC,"Push comfort, not wires — everyday women boyshorts.",Broad,Instagram,US
Women  Fit  &  Lift,Adset-3 LAL2,2025-02-17,100.55,353136,5833.0,0.0165,66,2576.7,25.63,Image,3‑pack deal ends tonight — upgrade your women drawer with boyshorts.,Broad,Instagram,US
Women Fit and Lift,Adset-3 LAL2,2025-02-18,1035.87,214341,4762.0,0.0222,42,2208.87,2.13,Video,"Ultra‑soft waistband, no marks — premium women sports bras.",Lookalike,Instagram,US
Women Fit & Lift,Adset-3 LAL2,2025-02-19,82.84,387397,6957.0,0.018,72,1601.94,19.34,Carousel,3‑pack deal ends tonight — upgrade your women drawer with panties.,Broad,Instagram,IN
Women Fit & Lift,Adset-3 LAL2,2025-02-20,539.85,241232,3853.0,0.016,36,1901.67,3.52,Video,Invisible under tees — seamless women sports bras.,Broad,Instagram,IN
WOMEN FIT & LIFT,Adset-3 LAL2,2025-02-21,667.25,178895,3846.0,0.0215,0,1043.53,1.56,Video,3‑pack deal ends tonight — upgrade your women drawer with sports bras.,Lookalike,Instagram,US
Women Fit & Lift,Adset-3 LAL2,2025-02-22,661.71,360357,,0.0143,0,3410.29,5.15,Video,Doctors recommend breathable modal — meet our women sports bras.,Broad,Instagram,US
Women_Fit_&_Lift,Adset-3 LAL2,2025-02-23,763.94,156814,,0.0211,45,2471.8,3.24,Video,Hot & comfy: women panties now 20% off — feel the difference.,Broad,Facebook,US
Women Fit & Lift,Adset-3 LAL2,2025-02-24,180.45,167038,2571.0,0.0154,31,787.49,4.36,Video,Seamless confidence for every day — new women wire‑free bras.,Broad,Instagram,US
Women_Fit_&_Lift,Adset-3 LAL2,2025-02-25,419.39,84885,895.0,0.0105,10,277.4,0.66,UGC,Stretch that snaps back — durable women boyshorts.,Lookalike,Facebook,IN
Women  Fit  &  Lift,Adset-3 LAL2,2025-02-26,669.72,88504,1470.0,0.0166,17,524.92,0.78,Video,Cooling mesh panels for workouts — women wire‑free bras you’ll actually love.,Broad,Instagram,US
women fit & lift,Adset-3 LAL2,2025-02-27,357.74,59451,1109.0,0.0186,10,569.86,1.59,Image,Doctors recommend breathable bamboo — meet our women bras.,Broad,Instagram,UK
Women  Fit  &  Lift,Adset-3 LAL2,2025-02-28,951.46,462890,8561.0,0.0185,74,2729.14,2.87,Image,Stretch that snaps back — durable women boyshorts.,Lookalike,Instagram,UK
Women Fit & Lift,Adset-3 LAL2,2025-03-01,378.28,193543,3049.0,0.0158,23,626.83,1.66,Video,Seamless confidence for every day — new women sports bras.,Broad,Instagram,UK
Women Fit and Lift,Adset-3 LAL2,2025-03-02,574.46,97830,1488.0,0.0152,11,284.82,0.5,Image,Doctors recommend breathable modal — meet our women panties.,Broad,Facebook,US
Women  Fit  &  Lift,Adset-3 LAL2,2025-03-03,478.15,76804,1380.0,0.018,19,880.39,1.84,Video,Stretch that snaps back — durable women boyshorts.,Lookalike,Facebook,IN
Women Fit & Lift,Adset-3 LAL2,2025-03-04,810.9,342926,7257.0,0.0212,63,,3.74,Image,Hot & comfy: women boyshorts now 20% off — feel the difference.,Broad,Facebook,US
Women_Fit_&_Lift,Adset-3 LAL2,2025-03-05,1099.33,407754,11397.0,0.028,95,4575.45,4.16,Image,Confidence starts inside — elevate with women sports bras.,Broad,Facebook,US
WOMEN FIT & LIFT,Adset-3 LAL2,2025-03-06,796.28,75274,1113.0,0.0148,13,641.81,0.81,Video,"Push comfort, not wires — everyday women sports bras.",Lookalike,Facebook,US
Women  Fit  &  Lift,Adset-3 LAL2,2025-03-07,63.55,333745,5220.0,0.0156,54,2987.38,47.01,Image,Stretch that snaps back — durable women boyshorts.,Broad,Facebook,US
Women Fit & Lift,Adset-3 LAL2,2025-03-08,361.09,191605,2634.0,0.0137,26,953.08,2.64,Video,Stretch that snaps back — durable women boyshorts.,Broad,Instagram,IN
Women Fit and Lift,Adset-3 LAL2,2025-03-09,538.08,507624,7534.0,0.0148,131,6793.73,12.63,Image,Invisible under tees — seamless women bras.,Retargeting,Facebook,IN
Women_Fit_&_Lift,Adset-3 LAL2,2025-03-10,87.94,232698,3575.0,0.0154,33,1516.96,17.25,Video,No ride‑up guarantee — best‑selling women boyshorts back in stock.,Retargeting,Instagram,IN
women fit & lift,Adset-3 LAL2,2025-03-11,91.79,219269,4004.0,0.0183,57,2007.88,21.87,UGC,"Push comfort, not wires — everyday women boyshorts.",Retargeting,Instagram,UK
Women_Fit_&_Lift,Adset-3 LAL2,2025-03-12,886.35,121371,2108.0,0.0174,19,682.35,0.77,Video,Seamless confidence for every day — new women sports bras.,Broad,Facebook,IN
Women Fit & Lift,Adset-3 LAL2,2025-03-13,265.85,121159,2420.0,0.02,22,738.0,2.78,Image,Cooling mesh panels for workouts — women boyshorts you’ll actually love.,Broad,Instagram,US
Women Fit & Lift,Adset-3 LAL2,2025-03-14,820.94,411990,9010.0,0.0219,108,3118.54,3.8,Carousel,"All‑day comfort, zero pinch — try our women wire‑free bras!",Broad,Facebook,US
Women  Fit  &  Lift,Adset-3 LAL2,2025-03-15,151.62,315134,3371.0,0.0107,29,1378.8,9.09,Image,"All‑day comfort, zero pinch — try our women wire‑free bras!",Broad,Facebook,US
Women Fit & Lift,Adset-3 LAL2,2025-03-16,,428633,7933.0,0.0185,75,2331.41,2.99,Video,Stretch that snaps back — durable women panties.,Lookalike,Facebook,UK
Women  Fit  &  Lift,Adset-3 LAL2,2025-03-17,81.76,13836,219.0,0.0158,2,104.9,1.28,UGC,Doctors recommend breathable modal — meet our women sports bras.,Retargeting,Facebook,UK
Women  Fit  &  Lift,Adset-3 LAL2,2025-03-18,425.37,105567,1670.0,0.0158,13,424.85,1.0,Image,"Ultra‑soft waistband, no marks — premium women bras.",Retargeting,Instagram,IN
WOMEN FIT & LIFT,Adset-3 LAL2,2025-03-19,783.65,279543,6443.0,0.023,75,2080.14,2.65,Image,"All‑day comfort, zero pinch — try our women wire‑free bras!",Broad,Facebook,US
Wo en  Fit  &  Lift,Adset-3 LAL2,2025-03-20,675.53,232292,5187.0,0.0223,39,1886.8,2.79,Video,Hot & comfy: women bras now 20% off — feel the difference.,Lookalike,Facebook,US
WOMEN FIT & LIFT,Adset-3 LAL2,2025-03-21,343.61,374563,5928.0,0.0158,50,1363.57,3.97,Carousel,No ride‑up guarantee — best‑selling women wire‑free bras back in stock.,Broad,Instagram,US
women fit & lift,Adset-3 LAL2,2025-03-22,169.52,393011,7598.0,0.0193,95,2396.79,14.14,Image,3‑pack deal ends tonight — upgrade your women drawer with wire‑free bras.,Broad,Facebook,UK
Women Fit and Lift,Adset-3 LAL2,2025-03-23,130.96,176248,,0.0163,38,1384.07,10.57,Image,3‑pack deal ends tonight — upgrade your women drawer with wire‑free bras.,Broad,Facebook,US
Women Fit & Lift,Adset-3 LAL2,2025-03-24,438.06,309463,4705.0,0.0152,49,2675.39,6.11,Video,Cooling mesh panels for workouts — women panties you’ll actually love.,Lookalike,Instagram,US
Women_Fit_&_Lift,Adset-3 LAL2,2025-03-25,516.42,181882,2497.0,0.0137,21,1127.97,2.18,Video,"Push comfort, not wires — everyday women boyshorts.",Broad,Instagram,IN
women fit & lift,Adset-3 LAL2,2025-03-26,663.1,210731,4601.0,0.0218,40,1599.23,2.41,Image,"All‑day comfort, zero pinch — try our women sports bras!",Broad,Facebook,IN
Women Fit & Lift,Adset-3 LAL2,2025-03-27,854.64,320512,7405.0,0.0231,91,5111.21,5.98,Video,Hot & comfy: women sports bras now 20% off — feel the difference.,Lookalike,Facebook,IN
Women  Fit  &  Lift,Adset-3 LAL2,2025-03-28,743.56,55826,870.0,0.0156,5,260.34,0.35,UGC,Hot & comfy: women wire‑free bras now 20% off — feel the difference.,Lookalike,Facebook,US
WOMEN FIT & LIFT,Adset-3 LAL2,2025-03-29,145.12,28013,518.0,0.0185,4,184.45,1.27,Video,"Ultra‑soft waistband, no marks — premium women bras.",Retargeting,Instagram,US
Women Fit & Lift,Adset-3 LAL2,2025-03-30,766.4,89781,2152.0,0.024,16,829.14,1.08,Image,"Ultra‑soft waistband, no marks — premium women sports bras.",Broad,Facebook,UK
Women Fit and Lift,Adset-3 LAL2,2025-03-31,204.0,451335,8672.0,0.0192,125,5947.96,29.16,Carousel,"Wire‑free ease, cloud‑soft cups — women bras that fits right.",Broad,Instagram,UK
Women Fit & Lift,Adset-4 ATC,2025-01-01,569.62,103151,1607.0,0.0156,15,669.23,1.17,Carousel,"All‑day comfort, zero pinch — try our women wire‑free bras!",Lookalike,Instagram,US
Women Fit and Lift,Adset-4 ATC,2025-01-02,803.05,104711,1574.0,0.015,19,596.3,0.74,UGC,"Push comfort, not wires — everyday women panties.",Broad,Instagram,UK
Women Fit & Lift,Adset-4 ATC,2025-01-03,637.53,453328,6476.0,0.0143,84,4798.31,7.53,Image,Doctors recommend breathable bamboo — meet our women wire‑free bras.,Retargeting,Facebook,US
WOMEN FIT & LIFT,Adset-4 ATC,2025-01-04,707.18,369083,7373.0,0.02,29,,1.4,Image,Invisible under tees — seamless women sports bras.,Lookalike,Instagram,US
WOMEN FIT & LIFT,Adset-4 ATC,2025-01-05,908.08,172568,3900.0,0.0226,45,2271.29,2.5,Video,Breathable modal that moves with you — limited offer on women bras.,Lookalike,Facebook,US
Women_Fit_&_Lift,Adset-4 ATC,2025-01-06,280.43,330369,7338.0,0.0222,61,2968.7,10.59,Video,No ride‑up guarantee — best‑selling women boyshorts back in stock.,Broad,Facebook,US
Women Fit& Lift,Adset-4 ATC,2025-01-07,552.64,358256,6706.0,0.0187,54,2349.63,4.25,Image,Stretch that snaps back — durable women bras.,Lookalike,Instagram,IN
Women_Fit_&_Lift,Adset-4 ATC,2025-01-08,113.17,443108,7460.0,0.0168,68,3301.94,29.18,Video,Hot & comfy: women wire‑free bras now 20% off — feel the difference.,Broad,Instagram,US
Women_Fit_&_Lift,Adset-4 ATC,2025-01-09,336.95,129859,,0.0131,15,,1.54,Image,Doctors recommend breathable modal — meet our women sports bras.,Lookalike,Facebook,UK
Women  Fit  &  Lift,Adset-4 ATC,2025-01-10,702.42,254355,6605.0,0.026,62,2984.8,4.25,Image,Invisible under tees — seamless women panties.,Broad,Facebook,US
WOMEN FIT & LIFT,Adset-4 ATC,2025-01-11,312.8,470837,13253.0,0.0281,127,3460.85,11.06,Image,Hot & comfy: women sports bras now 20% off — feel the difference.,Broad,Facebook,US
Women Fit & Lift,Adset-4 ATC,2025-01-12,781.97,201994,2803.0,0.0139,26,576.31,0.74,Image,Confidence starts inside — elevate with women sports bras.,Broad,Facebook,US
Women  -it  &  Lift,Adset-4 ATC,2025-01-13,408.15,185582,3075.0,0.0166,29,871.62,2.14,Image,No ride‑up guarantee — best‑selling women boyshorts back in stock.,Lookalike,Facebook,IN
Women Fit and Lift,Adset-4 ATC,2025-01-14,133.24,106803,2208.0,0.0207,23,885.44,6.65,Carousel,Stretch that snaps back — durable women sports bras.,Retargeting,Instagram,US
Women Fit & Lift,Adset-4 ATC,2025-01-15,596.84,348135,6458.0,0.0186,31,1420.36,2.38,Carousel,Doctors recommend breathable bamboo — meet our women bras.,Broad,Instagram,US
WOMEN FIT & LIFT,Adset-4 ATC,2025-01-16,675.97,470556,8468.0,0.018,89,5090.91,7.53,Image,Seamless confidence for every day — new women panties.,Lookalike,Instagram,US
Women Fit & Lift,Adset-4 ATC,2025-01-17,447.22,390478,6631.0,0.017,57,2387.77,5.34,Image,3‑pack deal ends tonight — upgrade your women drawer with boyshorts.,Lookalike,Instagram,US
Women_Fit_&_Lift,Adset-4 ATC,2025-01-18,585.59,48937,1079.0,0.022,15,464.72,0.79,Video,Confidence starts inside — elevate with women wire‑free bras.,Retargeting,Instagram,US
WOMEN FIT & LIFT,Adset-4 ATC,2025-01-19,1000.17,134237,,0.02,31,819.6,0.82,Video,Hot & comfy: women boyshorts now 20% off — feel the difference.,Broad,Facebook,US
women fit & lift,Adset-4 ATC,2025-01-20,827.01,142265,2541.0,0.0179,31,1709.49,2.07,UGC,Seamless confidence for every day — new women wire‑free bras.,Lookalike,Facebook,UK
WOMEN FIT & LIFT,Adset-4 ATC,2025-01-21,359.97,140637,2543.0,0.0181,28,939.69,2.61,UGC,"All‑day comfort, zero pinch — try our women panties!",Retargeting,Facebook,US
Women Fit and Lift,Adset-4 ATC,2025-01-22,819.41,253834,4707.0,0.0185,47,1202.98,1.47,Video,No ride‑up guarantee — best‑selling women wire‑free bras back in stock.,Lookalike,Instagram,US
W men Fit & Lift,Adset-4 ATC,2025-01-23,269.0,483876,10190.0,0.0211,125,5249.72,19.52,Video,"All‑day comfort, zero pinch — try our women sports bras!",Broad,Facebook,UK
women fit & lift,Adset-4 ATC,2025-01-24,221.31,77827,993.0,0.0128,10,447.16,2.02,Video,Cooling mesh panels for workouts — women bras you’ll actually love.,Lookalike,Instagram,US
Women Fit & Lift,Adset-4 ATC,2025-01-25,445.94,362653,7018.0,0.0194,92,5234.22,11.74,Video,Seamless confidence for every day — new women bras.,Broad,Facebook,US
WOMEN FIT & LIFT,Adset-4 ATC,2025-01-26,480.1,271971,6034.0,0.0222,60,3265.25,6.8,Image,Stretch that snaps back — durable women wire‑free bras.,Lookalike,Facebook,US
WOMEN FIT & LIFT,Adset-4 ATC,2025-01-27,362.34,93243,1327.0,0.0142,11,,1.01,Video,Summer‑ready essentials — sweat‑wicking women bras.,Broad,Facebook,US
women fit & lift,Adset-4 ATC,2025-01-28,520.65,60464,1335.0,0.0221,14,427.38,0.82,UGC,Breathable cotton that moves with you — limited offer on women sports bras.,Broad,Instagram,US
Women Fit & Lift,Adset-4 ATC,2025-01-29,78.59,23090,333.0,0.0144,4,99.61,1.27,Video,Stretch that snaps back — durable women sports bras.,Broad,Instagram,US
Women Fit and Lift,Adset-4 ATC,2025-01-30,804.24,289885,6370.0,0.022,42,2087.73,2.6,UGC,"Wire‑free ease, cloud‑soft cups — women panties that fits right.",Broad,Facebook,IN
Women Fit & Lift,Adset-4 ATC,2025-01-31,678.92,437341,6400.0,0.0146,74,2697.91,3.97,Carousel,Seamless confidence for every day — new women panties.,Broad,Facebook,IN
WOEN FIT & LIFT,Adset-4 ATC,2025-02-01,503.28,282108,1933.0,0.0069,13,596.34,1.18,Video,Seamless confidence for every day — new women wire‑free bras.,Broad,Instagram,IN
Women Fit & Lift,Adset-4 ATC,2025-02-02,386.94,339815,5620.0,0.0165,45,2462.94,6.37,Video,Breathable modal that moves with you — limited offer on women wire‑free bras.,Lookalike,Facebook,UK
Women Fit & Lift,Adset-4 ATC,2025-02-03,738.54,498945,11660.0,0.0234,179,6616.39,8.96,Image,Seamless confidence for every day — new women wire‑free bras.,Lookalike,Facebook,US
Women Fit and Lift,Adset-4 ATC,2025-02-04,340.38,413638,7917.0,0.0191,79,1884.37,5.54,Video,Breathable cotton that moves with you — limited offer on women boyshorts.,Broad,Facebook,US
women fit & lift,Adset-4 ATC,2025-02-05,709.42,397340,7300.0,0.0184,92,2465.84,3.48,Video,Seamless confidence for every day — new women boyshorts.,Lookalike,Instagram,US
Women Fit & Lift,Adset-4 ATC,2025-02-06,159.18,342880,7200.0,0.021,86,,21.97,Carousel,No ride‑up guarantee — best‑selling women bras back in stock.,Broad,Facebook,US
Women_Fit_&_Lift,Adset-4 ATC,2025-02-07,100.67,13919,234.0,0.0168,2,94.24,0.94,Carousel,"All‑day comfort, zero pinch — try our women bras!",Lookalike,Instagram,US
women fit & lift,Adset-4 ATC,2025-02-08,240.66,403615,6376.0,0.0158,72,1692.67,7.03,Image,Stretch that snaps back — durable women panties.,Broad,Facebook,UK
Women Fit & Lift,Adset-4 ATC,2025-02-09,789.05,205027,3629.0,0.0177,33,1264.44,1.6,Carousel,Confidence starts inside — elevate with women sports bras.,Broad,Facebook,US
Women Fit & Lift,Adset-4 ATC,2025-02-10,861.03,278507,5646.0,0.0203,51,1691.61,1.96,Image,Hot & comfy: women panties now 20% off — feel the difference.,Lookalike,Facebook,IN
Women Fit & Lift,Adset-4 ATC,2025-02-11,95.33,309628,4779.0,0.0154,53,1712.57,17.96,Video,Confidence starts inside — elevate with women panties.,Broad,Facebook,US
Women Fit & Lift,Adset-4 ATC,2025-02-12,470.61,193312,4488.0,0.0232,55,2712.66,5.76,UGC,Confidence starts inside — elevate with women boyshorts.,Lookalike,Facebook,US
women fit & lift,Adset-4 ATC,2025-02-13,994.59,283276,5629.0,0.0199,54,2711.98,2.73,UGC,Cooling mesh panels for workouts — women bras you’ll actually love.,Broad,Facebook,US
women fit & lift,Adset-4 ATC,2025-02-14,643.85,46125,932.0,0.0202,12,283.18,0.44,Image,"Push comfort, not wires — everyday women boyshorts.",Broad,Instagram,US
Women Fit  Lift,Adset-4 ATC,2025-02-15,256.95,270275,2249.0,0.0083,15,647.19,2.52,Video,Confidence starts inside — elevate with women wire‑free bras.,Broad,Facebook,IN
WOMEN FIT & LIFT,Adset-4 ATC,2025-02-16,293.1,447554,8054.0,0.018,64,,9.43,Video,Confidence starts inside — elevate with women wire‑free bras.,Broad,Facebook,US
